Material Category,Material Type,County,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Other Organic,Textiles,SAN DIEGO,20910,0.0386993666775999,20181,0.0744969455238916,41090,0.05065353871198587
Other Organic,Carpet,SAN DIEGO,10601,0.0196193461612121,1696,0.006261910364042079,12297,0.01515879071015044
Other Organic,Remainder / Composite Organic,SAN DIEGO,25962,0.0480495122955241,20251,0.0747577651799157,46213,0.056968412958857
Inerts and Other,Concrete,SAN DIEGO,6307,0.0116725478844126,1030,0.00380054474914847,7336,0.009043786868528384
Inerts and Other,Asphalt Paving,SAN DIEGO,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,SAN DIEGO,4885,0.00904195953516733,0,0.0,4885,0.006022505614122499
Inerts and Other,Clean Dimensional Lumber,SAN DIEGO,15270,0.0282623147856676,1411,0.00520836277968044,16681,0.02056372406434017
Inerts and Other,Clean Engineered Wood,SAN DIEGO,9092,0.0168264097862289,357,0.00131834677248041,9449,0.011647678174729087
Inerts and Other,Clean Pallets & Crates,SAN DIEGO,2147,0.003973399138399771,5394,0.0199110136755632,7541,0.009295574328320993
Inerts and Other,Other Wood Waste,SAN DIEGO,24862,0.0460132828201668,5717,0.0211054469970467,30579,0.03769560983696548
Inerts and Other,Gypsum Board,SAN DIEGO,1299,0.00240495211008407,1123,0.00414580933333641,2422,0.002986290496778278
Inerts and Other,"Rock, Soil and Fines",SAN DIEGO,16310,0.0301857261414442,798,0.00294628003745275,17108,0.02108943987452449
Inerts and Other,Remainder / Composite Inerts and Other,SAN DIEGO,5301,0.00981077374518734,681,0.0025126578056591698,5982,0.00737365547407131
Household Hazardous Waste (HHW),Paint,SAN DIEGO,2071,0.00383306440428731,1,4.0077500773254e-06,2072,0.002554396867290511
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,SAN DIEGO,18,3.30199374382252e-05,0,0.0,18,2.1993325431975056e-05
Household Hazardous Waste (HHW),Used Oil,SAN DIEGO,58,0.00010731479667423199,0,0.0,58,7.147830765391899e-05
Household Hazardous Waste (HHW),Batteries,SAN DIEGO,122,0.000225636239161206,98,0.00036110161962440697,220,0.0002708732779484928
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,SAN DIEGO,1457,0.00269662822412172,123,0.00045538993466306504,1580,0.001948193582849405
Special Waste,Ash,SAN DIEGO,98,0.000181609655910239,252,0.000931303337992967,350,0.00043196086785086366
Special Waste,Treated Medical Waste,SAN DIEGO,0,0.0,2001,0.0073855680185596,2001,0.002466321843849125
Special Waste,Bulky Items,SAN DIEGO,17917,0.0331602721723377,7623,0.0281400658522521,25540,0.03148383449323942
Special Waste,Tires,SAN DIEGO,0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,SAN DIEGO,235,0.000434762509603299,55,0.00020231600461172,290,0.00035713978764793014
Mixed Residue,Mixed Residue,SAN DIEGO,23430,0.0433634328407493,9338,0.0344700708823858,32767,0.04039360129792823
Paper,Uncoated Corrugated Cardboard,ALAMEDA,1917,0.00668822325232775,4231,0.0356791218393351,6147,0.015173351858237503
Paper,Paper Bags,ALAMEDA,898,0.00313245899159654,625,0.00527466562364938,1523,0.0037594453790259852
Paper,Newspaper,ALAMEDA,2078,0.00724980824271308,5506,0.0464310841690457,7583,0.018717481939711338
Paper,White Ledger Paper,ALAMEDA,531,0.00185407707880985,627,0.0052869012166633,1158,0.002858804621274225
Paper,Other Office Paper,ALAMEDA,1368,0.00477488343583905,698,0.0058879491862709995,2067,0.0051006582996606644
Paper,Magazines and Catalogs,ALAMEDA,1806,0.006301604439851421,887,0.007478042212656609,2693,0.006645927185458753
Paper,Phone Books and Directories,ALAMEDA,94,0.000327356074797477,36,0.000306365386920027,130,0.00032121246784331067
Paper,Other Miscellaneous Paper - Compostable,ALAMEDA,401,0.00139972942327197,351,0.00295972626349685,752,0.0018563131947061265
Paper,Other Miscellaneous Paper - Other,ALAMEDA,8283,0.0289032837765151,5596,0.0471909615637325,13879,0.034255766986453336
Paper,Remainder / Composite Paper - Compostable,ALAMEDA,31121,0.108597555778935,8027,0.0676951863054057,39148,0.0966261481239521
Paper,Remainder / Composite Paper - Other,ALAMEDA,2540,0.008862319114603409,1295,0.0109194056132361,3834,0.009464392328788002
Glass,Clear Glass Bottles and Containers,ALAMEDA,2835,0.009891233122113409,1947,0.0164193762236836,4782,0.01180190634972528
Glass,Green Glass Bottles and Containers,ALAMEDA,790,0.00275712831963047,176,0.00148785037811019,967,0.002385632881566654
Glass,Brown Glass Bottles and Containers,ALAMEDA,1127,0.00393109493269729,809,0.00682128720880721,1935,0.004777003626593047
Glass,Other Glass Colored Bottles and Containers,ALAMEDA,0,0.0,73,0.000619255891282891,73,0.00018124536090983592
Glass,Flat Glass,ALAMEDA,61,0.000214474669694898,69,0.000579854656700671,130,0.00032141499686223383
Glass,Remainder / Composite Glass,ALAMEDA,543,0.0018964076057233102,472,0.00398097723909204,1016,0.002506524652424128
Metal,Tin/Steel Cans,ALAMEDA,2089,0.0072893167344989795,1102,0.00929533537355549,3191,0.007876443279996087
Metal,Major Appliances,ALAMEDA,0,0.0,1,1.0932797618282001e-05,1,3.199838512597226e-06
Metal,Used Oil Filters,ALAMEDA,0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,ALAMEDA,1354,0.0047240868035429,897,0.007565485675041571,2251,0.0055557145219109726
Metal,Aluminum Cans,ALAMEDA,470,0.00163960240911495,270,0.00227739446282066,740,0.0018262729803384856
Metal,Other Non-Ferrous,ALAMEDA,971,0.0033892641882049103,912,0.00768714263469483,1883,0.004647177986274565
Metal,Remainder / Composite Metal,ALAMEDA,1613,0.00562713804436352,1011,0.008523796569680971,2623,0.006474939296227395
Electronics,Brown Goods,ALAMEDA,0,0.0,538,0.00453436039488614,538,0.0013271279253619114
Electronics,Computer-related Electronics,ALAMEDA,163,0.0005700510957680201,239,0.00201706805339667,403,0.000993567632986151
Electronics,Other Small Consumer Electronics,ALAMEDA,479,0.00167064479551816,310,0.00261664724282099,789,0.0019475231545238128
Electronics,Video Display Devices,ALAMEDA,2061,0.007190545505034229,775,0.00653254413252071,2835,0.006997960019907375
Plastic,PETE Plastic Containers,ALAMEDA,1653,0.00576823980074174,1098,0.00925575177699064,2751,0.006788973516335656
Plastic,HDPE Plastic Containers,ALAMEDA,1204,0.004202010304943471,553,0.00466298875785393,1757,0.004336930629877846
Plastic,Miscellaneous Plastic Containers,ALAMEDA,2182,0.0076138507741689,757,0.00638361235962469,2939,0.007253781522365289
Plastic,Plastic Trash Bags,ALAMEDA,4353,0.0151910150916795,1336,0.0112707745793956,5690,0.014043629307379114
Plastic,Plastic Grocery and Other Merchandise Bags,ALAMEDA,1752,0.00611535012143217,1041,0.0087813977992591,2794,0.006895655614480489
Plastic,Non-Bag Commercial and Industrial Packaging Film,ALAMEDA,727,0.00253757398670596,200,0.00168720787646775,927,0.002288686709693024
Plastic,Film Products,ALAMEDA,171,0.0005954494119161,2,1.60033976566839e-05,173,0.0004258557052423638
Plastic,Other Film - Other,ALAMEDA,7147,0.0249388888293126,2548,0.0214910767881785,9695,0.02392977458988237
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,ALAMEDA,1120,0.00390851865167677,199,0.0016786981816595801,1319,0.0032558892273282145
Plastic,Durable Plastic Items - Other,ALAMEDA,2171,0.007574342282382991,1335,0.0112605235062998,3506,0.008653223009579266
Plastic,Remainder / Composite Plastic,ALAMEDA,5351,0.018673406439093997,3991,0.0336593115318444,9342,0.02305951857033137
Other Organic,Food,ALAMEDA,79627,0.27786604476537896,29374,0.247713326035693,109001,0.26904087173835634
Other Organic,Leaves and Grass,ALAMEDA,4293,0.0149793624571121,3543,0.0298758256509316,7835,0.019339296509980914
Other Organic,Prunings and Trimmings,ALAMEDA,2929,0.0102208468250129,921,0.00776987682463602,3850,0.00950349080377716
Other Organic,Branches and Stumps,ALAMEDA,637,0.00222376368052079,0,0.0,637,0.001572906972449435
Other Organic,Manures,ALAMEDA,534,0.00186310759121805,0,0.0,534,0.0013178086081359333
Other Organic,Textiles,ALAMEDA,13866,0.0483866142972201,8834,0.0744969455238916,22700,0.05602865125362198
Other Organic,Carpet,ALAMEDA,7841,0.0273624525968649,743,0.006261910364042079,8584,0.021186693195596424
Other Organic,Remainder / Composite Organic,ALAMEDA,26805,0.0935391763382514,8865,0.0747577651799157,35670,0.08804218601210928
Inerts and Other,Concrete,ALAMEDA,1934,0.00674748599000661,451,0.00380054474914847,2384,0.005884967867372531
Inerts and Other,Asphalt Paving,ALAMEDA,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,ALAMEDA,280,0.000976424154137301,0,0.0,280,0.0006906418939942949
Inerts and Other,Clean Dimensional Lumber,ALAMEDA,299,0.00104415299719885,618,0.00520836277968044,917,0.002262944316836632
Inerts and Other,Clean Engineered Wood,ALAMEDA,11,3.95084917859024e-05,156,0.00131834677248041,168,0.00041380207379706775
Inerts and Other,Clean Pallets & Crates,ALAMEDA,370,0.00129249208842452,2361,0.0199110136755632,2731,0.006741807488036857
Inerts and Other,Other Wood Waste,ALAMEDA,10292,0.0359160410685128,2503,0.0211054469970467,12795,0.03158123940484051
Inerts and Other,Gypsum Board,ALAMEDA,603,0.0021052382051630803,492,0.00414580933333641,1095,0.002702477659472951
Inerts and Other,"Rock, Soil and Fines",ALAMEDA,2748,0.00958927536346402,349,0.00294628003745275,3097,0.0076449868999486316
Inerts and Other,Remainder / Composite Inerts and Other,ALAMEDA,2467,0.00861002917419915,298,0.0025126578056591698,2765,0.006825435293303018
Household Hazardous Waste (HHW),Paint,ALAMEDA,0,0.0,0,4.0077500773254e-06,0,1.172998302360008e-06
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,ALAMEDA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,ALAMEDA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,ALAMEDA,370,0.00129249208842452,43,0.00036110161962440697,413,0.001019890399781818
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,ALAMEDA,476,0.00166217869013546,54,0.00045538993466306504,530,0.0013089727431166904
Special Waste,Ash,ALAMEDA,50,0.000176094991960022,110,0.000931303337992967,161,0.00039713125687999867
Special Waste,Treated Medical Waste,ALAMEDA,0,0.0,876,0.0073855680185596,876,0.00216162649381477
Special Waste,Bulky Items,ALAMEDA,13431,0.0468683593985904,3337,0.0281400658522521,16768,0.041386915667793865
Special Waste,Tires,ALAMEDA,81,0.000282203512756445,0,0.0,81,0.00019960748381337977
Special Waste,Remainder / Composite Special Waste,ALAMEDA,928,0.00323687429131643,24,0.00020231600461172,952,0.002348712192872259
Mixed Residue,Mixed Residue,ALAMEDA,22272,0.077718847413125,4087,0.0344700708823858,26359,0.06506068748026814
Paper,Uncoated Corrugated Cardboard,ORANGE,6904,0.0118816741548547,7775,0.0356791218393351,14679,0.018371967979754458
Paper,Paper Bags,ORANGE,943,0.00162348025737941,1149,0.00527466562364938,2093,0.0026192704845692198
Paper,Newspaper,ORANGE,7152,0.0123081816800984,10118,0.0464310841690457,17269,0.021614543700429773
Paper,White Ledger Paper,ORANGE,1308,0.00225085906870569,1152,0.0052869012166633,2460,0.0030788808745010753
Paper,Other Office Paper,ORANGE,2812,0.0048401724961531795,1283,0.0058879491862709995,4095,0.005125933333697975
Paper,Magazines and Catalogs,ORANGE,3909,0.00672781225303839,1630,0.007478042212656609,5539,0.006932422971747538
Paper,Phone Books and Directories,ORANGE,304,0.0005228156761052321,67,0.000306365386920027,371,0.0004637830439539837
Paper,Other Miscellaneous Paper - Compostable,ORANGE,758,0.0013042875288099,645,0.00295972626349685,1403,0.0017557764422300355
Paper,Other Miscellaneous Paper - Other,ORANGE,22903,0.0394147986554282,10283,0.0471909615637325,33186,0.0415355967668196
Paper,Remainder / Composite Paper - Compostable,ORANGE,45235,0.0778472541720691,14751,0.0676951863054057,59986,0.07507847391216167
Paper,Remainder / Composite Paper - Other,ORANGE,3476,0.00598211199922513,2379,0.0109194056132361,5855,0.007328663389088266
Glass,Clear Glass Bottles and Containers,ORANGE,5126,0.0088218266189125,3578,0.0164193762236836,8704,0.010893911404558372
Glass,Green Glass Bottles and Containers,ORANGE,2510,0.00432010848150114,324,0.00148785037811019,2834,0.0035476648344898412
Glass,Brown Glass Bottles and Containers,ORANGE,2067,0.00355789825896876,1486,0.00682128720880721,3554,0.004447924510111458
Glass,Other Glass Colored Bottles and Containers,ORANGE,230,0.000396239249258702,135,0.000619255891282891,365,0.000457062727211904
Glass,Flat Glass,ORANGE,0,0.0,126,0.000579854656700671,126,0.00015814414838184805
Glass,Remainder / Composite Glass,ORANGE,349,0.000599862196794425,867,0.00398097723909204,1216,0.0015219959638794992
Metal,Tin/Steel Cans,ORANGE,4012,0.00690391858604226,2025,0.00929533537355549,6037,0.007556131286099199
Metal,Major Appliances,ORANGE,3025,0.00520614346942684,2,1.0932797618282001e-05,3028,0.0037892501878720257
Metal,Used Oil Filters,ORANGE,42,7.15431977828213e-05,0,0.0,42,5.203117359687273e-05
Metal,Other Ferrous,ORANGE,3070,0.00528318999011603,1649,0.007565485675041571,4718,0.005905642018874046
Metal,Aluminum Cans,ORANGE,769,0.00132354915898219,496,0.00227739446282066,1265,0.0015836920267171095
Metal,Other Non-Ferrous,ORANGE,2123,0.00365420640983026,1675,0.00768714263469483,3798,0.004754111804034494
Metal,Remainder / Composite Metal,ORANGE,2336,0.00402017738310392,1857,0.008523796569680971,4193,0.00524845245629185
Electronics,Brown Goods,ORANGE,2095,0.0036046765036729204,988,0.00453436039488614,3083,0.00385822981318119
Electronics,Computer-related Electronics,ORANGE,745,0.00128227423718441,440,0.00201706805339667,1185,0.0014826750461773466
Electronics,Other Small Consumer Electronics,ORANGE,1977,0.00340215422071847,570,0.00261664724282099,2547,0.003187922377217518
Electronics,Video Display Devices,ORANGE,745,0.00128227423718441,1423,0.00653254413252071,2169,0.0027141838576005928
Plastic,PETE Plastic Containers,ORANGE,3607,0.00620774823838634,2017,0.00925575177699064,5624,0.007039032282253669
Plastic,HDPE Plastic Containers,ORANGE,2318,0.0039899091071188796,1016,0.00466298875785393,3335,0.004173478570481132
Plastic,Miscellaneous Plastic Containers,ORANGE,2990,0.00514560691745676,1391,0.00638361235962469,4381,0.005483248969790585
Plastic,Plastic Trash Bags,ORANGE,5694,0.009798666434793329,2456,0.0112707745793956,8150,0.010200155473751388
Plastic,Plastic Grocery and Other Merchandise Bags,ORANGE,3709,0.00638385457139021,1914,0.0087813977992591,5623,0.007037738139623272
Plastic,Non-Bag Commercial and Industrial Packaging Film,ORANGE,537,0.000924558248270306,368,0.00168720787646775,905,0.0011325561914984786
Plastic,Film Products,ORANGE,0,0.0,3,1.60033976566839e-05,3,4.3646173474446966e-06
Plastic,Other Film - Other,ORANGE,8669,0.0149195083991714,4683,0.0214910767881785,13352,0.0167117766415718
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,ORANGE,2146,0.00369272967017485,366,0.0016786981816595801,2512,0.003143441515143456
Plastic,Durable Plastic Items - Other,ORANGE,10390,0.0178802961227989,2454,0.0112605235062998,12843,0.016074881109191197
Plastic,Remainder / Composite Plastic,ORANGE,11362,0.0195533062863357,7335,0.0336593115318444,18696,0.023400446532330848
Other Organic,Food,ORANGE,102228,0.175930226670864,53978,0.247713326035693,156206,0.1955076793757416
Other Organic,Leaves and Grass,ORANGE,41501,0.0714221246788811,6510,0.0298758256509316,48011,0.06009117475502049
Other Organic,Prunings and Trimmings,ORANGE,39888,0.068645698272617,1693,0.00776987682463602,41581,0.0520429947697872
Other Organic,Branches and Stumps,ORANGE,16547,0.0284769443790161,0,0.0,16547,0.020710408290539863
Other Organic,Manures,ORANGE,0,0.0,0,0.0,0,0.0
Other Organic,Textiles,ORANGE,22487,0.0386993666775999,16233,0.0744969455238916,38720,0.04846246430104665
Other Organic,Carpet,ORANGE,11400,0.0196193461612121,1365,0.006261910364042079,12765,0.01597636376157412
Other Organic,Remainder / Composite Organic,ORANGE,27920,0.0480495122955241,16290,0.0747577651799157,44210,0.0553336719696086
Inerts and Other,Concrete,ORANGE,6783,0.0116725478844126,828,0.00380054474914847,7611,0.009525611203815716
Inerts and Other,Asphalt Paving,ORANGE,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,ORANGE,5254,0.00904195953516733,0,0.0,5254,0.006575939863050907
Inerts and Other,Clean Dimensional Lumber,ORANGE,16422,0.0282623147856676,1135,0.00520836277968044,17557,0.02197479503448127
Inerts and Other,Clean Engineered Wood,ORANGE,9777,0.0168264097862289,287,0.00131834677248041,10065,0.012596885387277127
Inerts and Other,Clean Pallets & Crates,ORANGE,2309,0.003973399138399771,4339,0.0199110136755632,6648,0.008320075411655876
Inerts and Other,Other Wood Waste,ORANGE,26737,0.0460132828201668,4599,0.0211054469970467,31336,0.039220152095486585
Inerts and Other,Gypsum Board,ORANGE,1397,0.00240495211008407,903,0.00414580933333641,2301,0.0028797372650263484
Inerts and Other,"Rock, Soil and Fines",ORANGE,17540,0.0301857261414442,642,0.00294628003745275,18182,0.022756693785267564
Inerts and Other,Remainder / Composite Inerts and Other,ORANGE,5701,0.00981077374518734,548,0.0025126578056591698,6248,0.007820353703351813
Household Hazardous Waste (HHW),Paint,ORANGE,2227,0.00383306440428731,1,4.0077500773254e-06,2228,0.00278876322176102
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,ORANGE,19,3.30199374382252e-05,0,0.0,19,2.4014387813941243e-05
Household Hazardous Waste (HHW),Used Oil,ORANGE,62,0.00010731479667423199,0,0.0,62,7.80467603953091e-05
Household Hazardous Waste (HHW),Batteries,ORANGE,131,0.000225636239161206,79,0.00036110161962440697,210,0.0002625818029865817
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,ORANGE,1567,0.00269662822412172,99,0.00045538993466306504,1666,0.0020853738062923304
Special Waste,Ash,ORANGE,106,0.000181609655910239,203,0.000931303337992967,308,0.0003860741152884226
Special Waste,Treated Medical Waste,ORANGE,0,0.0,1609,0.0073855680185596,1609,0.002014270905845722
Special Waste,Bulky Items,ORANGE,19268,0.0331602721723377,6132,0.0281400658522521,25400,0.03179110794468721
Special Waste,Tires,ORANGE,0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,ORANGE,253,0.000434762509603299,44,0.00020231600461172,297,0.00037136721881544504
Mixed Residue,Mixed Residue,ORANGE,25197,0.0433634328407493,7511,0.0344700708823858,32708,0.040937940285150236
Paper,Uncoated Corrugated Cardboard,SAN BERNARDINO,5299,0.0118816741548547,3216,0.0356791218393351,8514,0.015882502311993018
Paper,Paper Bags,SAN BERNARDINO,724,0.00162348025737941,475,0.00527466562364938,1199,0.0022373177333130496
Paper,Newspaper,SAN BERNARDINO,5489,0.0123081816800984,4185,0.0464310841690457,9674,0.018044925842376682
Paper,White Ledger Paper,SAN BERNARDINO,1004,0.00225085906870569,476,0.0052869012166633,1480,0.002761278634402604
Paper,Other Office Paper,SAN BERNARDINO,2158,0.0048401724961531795,531,0.0058879491862709995,2689,0.005016324768438682
Paper,Magazines and Catalogs,SAN BERNARDINO,3000,0.00672781225303839,674,0.007478042212656609,3674,0.006853940953332866
Paper,Phone Books and Directories,SAN BERNARDINO,233,0.0005228156761052321,28,0.000306365386920027,261,0.00048642604209596575
Paper,Other Miscellaneous Paper - Compostable,SAN BERNARDINO,582,0.0013042875288099,267,0.00295972626349685,848,0.0015825999760086928
Paper,Other Miscellaneous Paper - Other,SAN BERNARDINO,17577,0.0394147986554282,4253,0.0471909615637325,21830,0.040722127572819934
Paper,Remainder / Composite Paper - Compostable,SAN BERNARDINO,34716,0.0778472541720691,6101,0.0676951863054057,40817,0.07614048798803774
Paper,Remainder / Composite Paper - Other,SAN BERNARDINO,2668,0.00598211199922513,984,0.0109194056132361,3652,0.006812170061454907
Glass,Clear Glass Bottles and Containers,SAN BERNARDINO,3934,0.0088218266189125,1480,0.0164193762236836,5414,0.010099127058314096
Glass,Green Glass Bottles and Containers,SAN BERNARDINO,1927,0.00432010848150114,134,0.00148785037811019,2061,0.0038439491001016155
Glass,Brown Glass Bottles and Containers,SAN BERNARDINO,1587,0.00355789825896876,615,0.00682128720880721,2201,0.004106539380962797
Glass,Other Glass Colored Bottles and Containers,SAN BERNARDINO,177,0.000396239249258702,56,0.000619255891282891,233,0.0004337328188528352
Glass,Flat Glass,SAN BERNARDINO,0,0.0,52,0.000579854656700671,52,9.74851954013855e-05
Glass,Remainder / Composite Glass,SAN BERNARDINO,268,0.000599862196794425,359,0.00398097723909204,626,0.0011682954356484422
Metal,Tin/Steel Cans,SAN BERNARDINO,3079,0.00690391858604226,838,0.00929533537355549,3917,0.0073059637022156124
Metal,Major Appliances,SAN BERNARDINO,2322,0.00520614346942684,1,1.0932797618282001e-05,2323,0.004332724377866348
Metal,Used Oil Filters,SAN BERNARDINO,32,7.15431977828213e-05,0,0.0,32,5.951535160636368e-05
Metal,Other Ferrous,SAN BERNARDINO,2356,0.00528318999011603,682,0.007565485675041571,3038,0.005666889660779461
Metal,Aluminum Cans,SAN BERNARDINO,590,0.00132354915898219,205,0.00227739446282066,795,0.001483909681662941
Metal,Other Non-Ferrous,SAN BERNARDINO,1630,0.00365420640983026,693,0.00768714263469483,2322,0.0043322238602017905
Metal,Remainder / Composite Metal,SAN BERNARDINO,1793,0.00402017738310392,768,0.008523796569680971,2561,0.004777326077769881
Electronics,Brown Goods,SAN BERNARDINO,1608,0.0036046765036729204,409,0.00453436039488614,2016,0.003760975008391535
Electronics,Computer-related Electronics,SAN BERNARDINO,572,0.00128227423718441,182,0.00201706805339667,754,0.0014058078122370962
Electronics,Other Small Consumer Electronics,SAN BERNARDINO,1517,0.00340215422071847,236,0.00261664724282099,1753,0.0032700947462543073
Electronics,Video Display Devices,SAN BERNARDINO,572,0.00128227423718441,589,0.00653254413252071,1161,0.002164949888302068
Plastic,PETE Plastic Containers,SAN BERNARDINO,2768,0.00620774823838634,834,0.00925575177699064,3603,0.006720178753708284
Plastic,HDPE Plastic Containers,SAN BERNARDINO,1779,0.0039899091071188796,420,0.00466298875785393,2200,0.004103067293423615
Plastic,Miscellaneous Plastic Containers,SAN BERNARDINO,2295,0.00514560691745676,575,0.00638361235962469,2870,0.005353740457548376
Plastic,Plastic Trash Bags,SAN BERNARDINO,4370,0.009798666434793329,1016,0.0112707745793956,5386,0.010046157333538676
Plastic,Plastic Grocery and Other Merchandise Bags,SAN BERNARDINO,2847,0.00638385457139021,791,0.0087813977992591,3638,0.0067869296650385795
Plastic,Non-Bag Commercial and Industrial Packaging Film,SAN BERNARDINO,412,0.000924558248270306,152,0.00168720787646775,564,0.0010527749438999502
Plastic,Film Products,SAN BERNARDINO,0,0.0,1,1.60033976566839e-05,1,2.6904920562761767e-06
Plastic,Other Film - Other,SAN BERNARDINO,6653,0.0149195083991714,1937,0.0214910767881785,8590,0.01602432082258292
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,SAN BERNARDINO,1647,0.00369272967017485,151,0.0016786981816595801,1798,0.003354130590330248
Plastic,Durable Plastic Items - Other,SAN BERNARDINO,7974,0.0178802961227989,1015,0.0112605235062998,8989,0.016767379602124502
Plastic,Remainder / Composite Plastic,SAN BERNARDINO,8720,0.0195533062863357,3034,0.0336593115318444,11753,0.021924808630588218
Other Organic,Food,SAN BERNARDINO,78457,0.175930226670864,22325,0.247713326035693,100782,0.1879984051139144
Other Organic,Leaves and Grass,SAN BERNARDINO,31851,0.0714221246788811,2693,0.0298758256509316,34544,0.06443735869978368
Other Organic,Prunings and Trimmings,SAN BERNARDINO,30613,0.068645698272617,700,0.00776987682463602,31313,0.05841125196698053
Other Organic,Branches and Stumps,SAN BERNARDINO,12699,0.0284769443790161,0,0.0,12699,0.02368939899131764
Other Organic,Manures,SAN BERNARDINO,0,0.0,0,0.0,0,0.0
Other Organic,Textiles,SAN BERNARDINO,17258,0.0386993666775999,6714,0.0744969455238916,23972,0.04471765751721058
Other Organic,Carpet,SAN BERNARDINO,8749,0.0196193461612121,564,0.006261910364042079,9314,0.01737369335201034
Other Organic,Remainder / Composite Organic,SAN BERNARDINO,21428,0.0480495122955241,6738,0.0747577651799157,28166,0.05253970517606273
Inerts and Other,Concrete,SAN BERNARDINO,5205,0.0116725478844126,343,0.00380054474914847,5548,0.01034910630302044
Inerts and Other,Asphalt Paving,SAN BERNARDINO,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,SAN BERNARDINO,4032,0.00904195953516733,0,0.0,4032,0.007521824822250417
Inerts and Other,Clean Dimensional Lumber,SAN BERNARDINO,12604,0.0282623147856676,469,0.00520836277968044,13073,0.0243864831611266
Inerts and Other,Clean Engineered Wood,SAN BERNARDINO,7504,0.0168264097862289,119,0.00131834677248041,7623,0.014219193416191728
Inerts and Other,Clean Pallets & Crates,SAN BERNARDINO,1772,0.003973399138399771,1794,0.0199110136755632,3566,0.006652831733160097
Inerts and Other,Other Wood Waste,SAN BERNARDINO,20520,0.0460132828201668,1902,0.0211054469970467,22422,0.04182577615072232
Inerts and Other,Gypsum Board,SAN BERNARDINO,1073,0.00240495211008407,374,0.00414580933333641,1446,0.002697625118075921
Inerts and Other,"Rock, Soil and Fines",SAN BERNARDINO,13461,0.0301857261414442,266,0.00294628003745275,13727,0.025606229028870532
Inerts and Other,Remainder / Composite Inerts and Other,SAN BERNARDINO,4375,0.00981077374518734,226,0.0025126578056591698,4602,0.00858381410934512
Household Hazardous Waste (HHW),Paint,SAN BERNARDINO,1709,0.00383306440428731,0,4.0077500773254e-06,1710,0.003189323198064099
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,SAN BERNARDINO,15,3.30199374382252e-05,0,0.0,15,2.7468623818321688e-05
Household Hazardous Waste (HHW),Used Oil,SAN BERNARDINO,48,0.00010731479667423199,0,0.0,48,8.927302740954555e-05
Household Hazardous Waste (HHW),Batteries,SAN BERNARDINO,101,0.000225636239161206,33,0.00036110161962440697,133,0.00024841068605401624
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,SAN BERNARDINO,1203,0.00269662822412172,41,0.00045538993466306504,1244,0.002319831124944968
Special Waste,Ash,SAN BERNARDINO,81,0.000181609655910239,84,0.000931303337992967,165,0.00030764819719722545
Special Waste,Treated Medical Waste,SAN BERNARDINO,0,0.0,666,0.0073855680185596,666,0.001241662083971452
Special Waste,Bulky Items,SAN BERNARDINO,14788,0.0331602721723377,2536,0.0281400658522521,17324,0.032316274821599066
Special Waste,Tires,SAN BERNARDINO,0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,SAN BERNARDINO,194,0.000434762509603299,18,0.00020231600461172,212,0.0003956835909508087
Mixed Residue,Mixed Residue,SAN BERNARDINO,19338,0.0433634328407493,3107,0.0344700708823858,22445,0.041868280360265096
Paper,Uncoated Corrugated Cardboard,TEHAMA,282,0.0257667648205132,183,0.0356791218393351,465,0.02892433749998415
Paper,Paper Bags,TEHAMA,33,0.0030114130068751898,27,0.00527466562364938,60,0.003732370153182322
Paper,Newspaper,TEHAMA,143,0.0130255343532942,238,0.0464310841690457,381,0.023666843099602743
Paper,White Ledger Paper,TEHAMA,16,0.00143532058989468,27,0.0052869012166633,43,0.002662238237914341
Paper,Other Office Paper,TEHAMA,27,0.00248144848137561,30,0.0058879491862709995,57,0.0035665863086302
Paper,Magazines and Catalogs,TEHAMA,83,0.007571316111694441,38,0.007478042212656609,121,0.00754160379254065
Paper,Phone Books and Directories,TEHAMA,3,0.00031742666891901604,2,0.000306365386920027,5,0.00031390310718958976
